time,value
2018-07-05T00:00:00,224.35000610351562
2018-07-05T00:05:00,224.6999969482422
2018-07-05T00:10:00,223.61000061035156
2018-07-05T00:15:00,223.05999755859375
2018-07-05T00:20:00,223.13999938964844
2018-07-05T00:25:00,223.27000427246094
2018-07-05T00:30:00,223.9600067138672
2018-07-05T00:35:00,219.2100067138672
2018-07-05T00:40:00,218.4600067138672
2018-07-05T00:45:00,217.3699951171875
2018-07-05T00:50:00,215.72000122070312
2018-07-05T00:55:00,213.9499969482422
2018-07-05T01:00:00,211.6199951171875
2018-07-05T01:05:00,210.9600067138672
2018-07-05T01:10:00,210.41000366210938
2018-07-05T01:15:00,209.7100067138672
2018-07-05T01:20:00,209.5800018310547
2018-07-05T01:25:00,209.24000549316406
2018-07-05T01:30:00,207.88999938964844
2018-07-05T01:35:00,206.94000244140625
2018-07-05T01:40:00,204.17999267578125
2018-07-05T01:45:00,203.13999938964844
2018-07-05T01:50:00,201.22999572753906
2018-07-05T01:55:00,199.6699981689453
2018-07-05T02:00:00,196.8699951171875
2018-07-05T02:05:00,196.8000030517578
2018-07-05T02:10:00,196.74000549316406
2018-07-05T02:15:00,196.8699951171875
2018-07-05T02:20:00,197.6199951171875
2018-07-05T02:25:00,196.3000030517578
2018-07-05T02:30:00,196.4600067138672
2018-07-05T02:35:00,196.85000610351562
2018-07-05T02:40:00,196.7899932861328
2018-07-05T02:45:00,197.24000549316406
2018-07-05T02:50:00,197.5800018310547
2018-07-05T02:55:00,197.72000122070312
2018-07-05T03:00:00,196.49000549316406
2018-07-05T03:05:00,195.8800048828125
2018-07-05T03:10:00,195.22999572753906
2018-07-05T03:15:00,194.75
2018-07-05T03:20:00,194.49000549316406
2018-07-05T03:25:00,193.8300018310547
2018-07-05T03:30:00,194.25
2018-07-05T03:35:00,194.5800018310547
2018-07-05T03:40:00,195.61000061035156
2018-07-05T03:45:00,196.72999572753906
2018-07-05T03:50:00,197.2899932861328
2018-07-05T03:55:00,198.7100067138672
2018-07-05T04:00:00,199.27999877929688
2018-07-05T04:05:00,200.19000244140625
2018-07-05T04:10:00,198.83999633789062
2018-07-05T04:15:00,199.4600067138672
2018-07-05T04:20:00,199.75
2018-07-05T04:25:00,198.6699981689453
2018-07-05T04:30:00,198.1999969482422
2018-07-05T04:35:00,197.4199981689453
2018-07-05T04:40:00,196.0500030517578
2018-07-05T04:45:00,196.07000732421875
2018-07-05T04:50:00,196.35000610351562
2018-07-05T04:55:00,206.1300048828125
2018-07-05T05:00:00,229.66000366210938
2018-07-05T05:05:00,230.97999572753906
2018-07-05T05:10:00,235.74000549316406
2018-07-05T05:15:00,230.9199981689453
2018-07-05T05:20:00,224.75
2018-07-05T05:25:00,221.60000610351562
2018-07-05T05:30:00,220.52000427246094
2018-07-05T05:35:00,221.3000030517578
2018-07-05T05:40:00,222.35000610351562
2018-07-05T05:45:00,224.1199951171875
2018-07-05T05:50:00,225.36000061035156
2018-07-05T05:55:00,228.17999267578125
2018-07-05T06:00:00,229.19000244140625
2018-07-05T06:05:00,230.14999389648438
2018-07-05T06:10:00,243.41000366210938
2018-07-05T06:15:00,251.08999633789062
2018-07-05T06:20:00,258.92999267578125
2018-07-05T06:25:00,262.45001220703125
2018-07-05T06:30:00,262.4800109863281
2018-07-05T06:35:00,262.70001220703125
2018-07-05T06:40:00,264.2699890136719
2018-07-05T06:45:00,265.1700134277344
2018-07-05T06:50:00,266.3399963378906
2018-07-05T06:55:00,268.8800048828125
2018-07-05T07:00:00,273.1099853515625
2018-07-05T07:05:00,273.1600036621094
2018-07-05T07:10:00,277.260009765625
2018-07-05T07:15:00,275.9800109863281
2018-07-05T07:20:00,277.29998779296875
